time,x,y,theta,Vx,Vy,Vlin,Vang,cur_cell,is_go_to_base,is_tangent_movement,is_vertical_movement,is_up,is_down,is_go_to_next_cell
418600000000,11.36730460884054,-18.904274853224116,0.0,0.198593761833674,0.0236752562974505,0.198593761833674,0.0,8,False,True,False,False,True,False
418600000000,11.36730460884054,-18.904274853224116,0.0,0.19811198195712681,0.027416101200190016,0.19811198195712681,0.0,8,False,True,False,False,True,False
418700000000,11.387163985023907,-18.901907327594373,0.0,0.1974608669075985,0.03176800340121596,0.1974608669075985,0.0,8,False,True,False,False,True,False
418700000000,11.387163985023907,-18.901907327594373,0.0,0.1974608669075985,0.03176800340121596,0.1974608669075985,0.0,8,False,True,False,False,True,False
418800000000,11.407023361207274,-18.89953980196463,0.0,0.19715253659664791,0.033628519347533095,0.19715253659664791,0.0,8,False,True,False,False,True,False
418800000000,11.407023361207274,-18.89953980196463,0.0,0.19715253659664791,0.033628519347533095,0.19715253659664791,0.0,8,False,True,False,False,True,False
418900000000,11.426769447898034,-18.896363001624508,0.0,0.19671416597127378,0.03610452750315618,0.19671416597127378,0.0,8,False,True,False,False,True,False
418900000000,11.426769447898034,-18.896363001624508,0.0,0.19671416597127378,0.03610452750315618,0.19671416597127378,0.0,8,False,True,False,False,True,False
419000000000,11.446484701557699,-18.893000149689755,0.0,0.1961224845876005,0.03919146640770674,0.1961224845876005,0.0,8,False,True,False,False,True,False
419000000000,11.446484701557699,-18.893000149689755,0.0,0.1961224845876005,0.03919146640770674,0.1961224845876005,0.0,8,False,True,False,False,True,False
419100000000,11.466156118154826,-18.88938969693944,0.0,0.19561425618773823,0.04165408474709196,0.19561425618773823,0.0,8,False,True,False,False,True,False
419100000000,11.466156118154826,-18.88938969693944,0.0,0.19561425618773823,0.04165408474709196,0.19561425618773823,0.0,8,False,True,False,False,True,False
419200000000,11.485768366613586,-18.885470550298667,0.0,0.19479396376761715,0.045335545432918976,0.19479396376761715,0.0,8,False,True,False,False,True,False
